common_name	pathway	main_function	main_function_two	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
Signaling by CSF1 (M-CSF) in myeloid cells	REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS	Cytokine Signalling Immune System	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by CSF3 (G-CSF)	REACTOME_SIGNALING_BY_CSF3_G_CSF	Cytokine Signalling Immune System	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by cytosolic FGFR1 fusion mutants	REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by FGFR1 in disease	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by FGFR in disease	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by Interleukins	REACTOME_SIGNALING_BY_INTERLEUKINS	Cytokine Signalling Immune System	None	0.102150537634409	0.683760683760684	0.159646701919906	0.734772146187397	1.32766113724669	3	STAT1, STAT4	6Gy_vs_0Gy	2
Signaling by KIT in disease	REACTOME_SIGNALING_BY_KIT_IN_DISEASE	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by NOTCH	REACTOME_SIGNALING_BY_NOTCH	Signal Transduction	None	0.1797583081571	0.703402075397347	0.124434168630393	0.758903011565327	1.21582855295903	2	STAT1	6Gy_vs_0Gy	2
Signaling by NOTCH3	REACTOME_SIGNALING_BY_NOTCH3	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by Nuclear Receptors	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	Signal Transduction	None	0.950437317784257	0.984405458089669	0.0656813601934011	-0.398373983739837	-0.651986149476715	2	RUNX1, MYB	6Gy_vs_0Gy	2
Signaling by PDGF	REACTOME_SIGNALING_BY_PDGF	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by PDGFR in disease	REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	Other	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by Receptor Tyrosine Kinases	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	Signal Transduction	None	0.0770392749244713	0.683760683760684	0.197822021315103	0.853658536585366	1.36763513576908	2	STAT1, PRDM1	6Gy_vs_0Gy	2
Signaling by SCF-KIT	REACTOME_SIGNALING_BY_SCF_KIT	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by TGFB family members	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by TGF-beta Receptor Complex	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	Signal Transduction	None	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Signaling by the B Cell Receptor (BCR)	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.859649122807018	0.984405458089669	0.0514264916187015	0.580645161290323	0.778082654396555	1	NFATC2	6Gy_vs_0Gy	2
SLC-mediated transmembrane transport	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Other	None	0.400402414486922	0.774972415135977	0.0916795246008379	-0.806451612903226	-1.0778859527121	1	RUNX1	6Gy_vs_0Gy	2
Specification of primordial germ cells	REACTOME_SPECIFICATION_OF_PRIMORDIAL_GERM_CELLS	Other	None	0.323586744639376	0.774972415135977	0.102449405629826	0.846774193548387	1.13470387099498	1	PRDM1	6Gy_vs_0Gy	2
Specification of the neural plate border	REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER	Differentiation	None	0.810916179337232	0.984405458089669	0.0541200569620232	0.604838709677419	0.810502764996412	1	MYB	6Gy_vs_0Gy	2
STAT3 nuclear events downstream of ALK signaling	REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	Signal Transduction	None	0.323586744639376	0.774972415135977	0.102449405629826	0.846774193548387	1.13470387099498	1	PRDM1	6Gy_vs_0Gy	2
STING mediated induction of host immune responses	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
TICAM1-dependent activation of IRF3/IRF7	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Toll-like Receptor Cascades	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
TRAF3-dependent IRF activation pathway	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
TRAF6 mediated IRF7 activation	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Transcriptional activation of mitochondrial biogenesis	REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	Other	None	0.302144249512671	0.774972415135977	0.106729884364606	0.862903225806452	1.15631727806155	1	GABPA	6Gy_vs_0Gy	2
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	Gene Expression(Transcription)	Signal Transduction	0.1364522417154	0.683760683760684	0.166933848713193	0.935483870967742	1.25357760986112	1	STAT1	6Gy_vs_0Gy	2
Transcriptional regulation by RUNX1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	Gene Expression(Transcription)	None	0.623853211009174	0.873101420872121	0.115240003147781	-0.40495867768595	-0.887414455015857	4	RUNX1, RUNX2, NFATC2, MYB	6Gy_vs_0Gy	2
Transcriptional regulation by RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	Gene Expression(Transcription)	None	0.293010752688172	0.774972415135977	0.0865399737444125	0.622661523625844	1.12508824792333	3	STAT1	6Gy_vs_0Gy	2
Transcriptional regulation by RUNX3	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	Gene Expression(Transcription)	None	0.0453226668142203	0.683760683760684	0.321775918075361	-0.641666666666667	-1.55179792037781	5	RUNX1, TEAD1, TEAD3, TEAD4, TEAD2	6Gy_vs_0Gy	2
Transcriptional Regulation by TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	Gene Expression(Transcription)	None	0.323586744639376	0.774972415135977	0.102449405629826	0.846774193548387	1.13470387099498	1	PRDM1	6Gy_vs_0Gy	2
Transcriptional regulation of brown and beige adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.651072124756335	0.894602919512522	0.0645031249656493	0.67741935483871	0.907763096795981	1	EBF2	6Gy_vs_0Gy	2
Transcriptional regulation of granulopoiesis	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	Other	None	0.498655913978495	0.823468481799349	0.059476028695732	0.542914389799636	0.980993005694505	3	KLF5	6Gy_vs_0Gy	2
Transcriptional regulation of pluripotent stem cells	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	Other	None	0.360623781676413	0.774972415135977	0.0959206777921745	0.814516129032258	1.09147705686183	1	FOXP1	6Gy_vs_0Gy	2
Transcriptional regulation of testis differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	Other	None	0.462776659959759	0.793331417073872	0.0835990603684159	-0.774193548387097	-1.03477051460362	1	WT1	6Gy_vs_0Gy	2
Transcriptional regulation of white adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.132930513595166	0.683760683760684	0.147331213699377	0.804878048780488	1.28948455658228	2	KLF5, EBF1	6Gy_vs_0Gy	2
Transport of bile salts and organic acids, metal ions and amine compounds	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Other	None	0.400402414486922	0.774972415135977	0.0916795246008379	-0.806451612903226	-1.0778859527121	1	RUNX1	6Gy_vs_0Gy	2
Transport of small molecules	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	Other	None	0.400402414486922	0.774972415135977	0.0916795246008379	-0.806451612903226	-1.0778859527121	1	RUNX1	6Gy_vs_0Gy	2
UCH proteinases	REACTOME_UCH_PROTEINASES	Metabolism of Proteins	None	0.148148148148148	0.683760683760684	0.159646701919906	0.92741935483871	1.24277090632783	1	FOXK2	6Gy_vs_0Gy	2
Viral Infection Pathways	REACTOME_VIRAL_INFECTION_PATHWAYS	Other	None	0.630573248407643	0.873101420872121	0.0461379160269737	0.453884297520661	0.897566962013711	4	STAT1	6Gy_vs_0Gy	2
YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	Gene Expression(Transcription)	None	0.0453226668142203	0.683760683760684	0.321775918075361	-0.641666666666667	-1.55179792037781	5	TEAD1, RUNX2, TEAD3, TEAD4, TEAD2	6Gy_vs_0Gy	2
ZBP1(DAI) mediated induction of type I IFNs	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	Innate Immune System	None	0.984405458089669	0.984405458089669	0.0452247443372884	0.508064516129032	0.680822322596986	1	IRF3	6Gy_vs_0Gy	2
Zygotic genome activation (ZGA)	REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	Other	None	0.605633802816901	0.873101420872121	0.0696133438850965	-0.709677419354839	-0.948539638386649	1	TEAD4	6Gy_vs_0Gy	2
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	Other	None	0.0467071345292344	0.909198461993493	0.321775918075361	0.889024390243902	1.42591007393079	2	HOXA3	6Gy_vs_0Gy	3
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	Other	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Adaptive Immune System	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Other	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
Adipogenesis	REACTOME_ADIPOGENESIS	Other	None	0.177358490566038	0.909198461993493	0.112843355675562	0.630917721518987	1.24782939515347	4	EBF1, ZNF467	6Gy_vs_0Gy	3
Antiviral mechanism by IFN-stimulated genes	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Cytokine Signalling Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Calcineurin activates NFAT	REACTOME_CALCINEURIN_ACTIVATES_NFAT	Adaptive Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
Cellular responses to stimuli	REACTOME_CELLULAR_RESPONSES_TO_STIMULI	Other	None	0.252688172043011	0.921739130434783	0.0949751525905595	0.641815550731897	1.17071600351654	3	E2F3	6Gy_vs_0Gy	3
Cellular response to chemical stress	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular Response to Stress	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
Cellular Senescence	REACTOME_CELLULAR_SENESCENCE	Cellular Response to Stress	None	0.284389489953632	0.945471616351293	0.096240602328129	0.708677184466019	1.13665040867751	2	E2F3	6Gy_vs_0Gy	3
Cell Cycle	REACTOME_CELL_CYCLE	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Cell Cycle, Mitotic	REACTOME_CELL_CYCLE_MITOTIC	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Circadian clock	REACTOME_CIRCADIAN_CLOCK	Other	None	0.84472049689441	0.991718426501035	0.0550211117163117	-0.577639751552795	-0.766636452258384	1	NFIL3	6Gy_vs_0Gy	3
CLEC7A (Dectin-1) induces NFAT activation	REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	Innate Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
CLEC7A (Dectin-1) signaling	REACTOME_CLEC7A_DECTIN_1_SIGNALING	Innate Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
Cyclin D associated events in G1	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Cytokine Signaling in Immune system	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Other	None	0.449704142011834	0.945471616351293	0.159646701919906	-0.401273885350318	-0.984375	5	BATF, IRF3, IRF2, IRF1, IRF8	6Gy_vs_0Gy	3
Cytoprotection by HMOX1	REACTOME_CYTOPROTECTION_BY_HMOX1	Cellular Response to Stress	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
Cytosolic sensors of pathogen-associated DNA 	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Other	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
C-type lectin receptors (CLRs)	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	Innate Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
DDX58/IFIH1-mediated induction of interferon-alpha/beta	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	Innate Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Developmental Biology	REACTOME_DEVELOPMENTAL_BIOLOGY	Other	None	0.330920372285419	0.945471616351293	0.0665892104103933	0.39529835152078	1.10050078148967	16	EBF1, HOXA3, ZNF467, DLX5, LHX9	6Gy_vs_0Gy	3
Diseases of mitotic cell cycle	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Diseases of signal transduction by growth factor receptors and second messengers	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	Other	None	0.511387163561077	0.945471616351293	0.0797705918628453	-0.757763975155279	-1.0056951309196	1	NF1	6Gy_vs_0Gy	3
Downstream signaling events of B Cell Receptor (BCR)	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
EGR2 and SOX10-mediated initiation of Schwann cell myelination	REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	Other	None	0.37888198757764	0.945471616351293	0.0965629554309422	-0.819875776397516	-1.08812915804416	1	TEAD1	6Gy_vs_0Gy	3
ESR-mediated signaling	REACTOME_ESR_MEDIATED_SIGNALING	Signal Transduction	None	0.420168067226891	0.945471616351293	0.108820126769161	-0.6125	-1.02482154921717	2	RUNX1, MYB	6Gy_vs_0Gy	3
Estrogen-dependent gene expression	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	Signal Transduction	None	0.420168067226891	0.945471616351293	0.108820126769161	-0.6125	-1.02482154921717	2	RUNX1, MYB	6Gy_vs_0Gy	3
Evasion by RSV of host interferon responses	REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	Other	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Factors involved in megakaryocyte development and platelet production	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	Other	None	0.7	0.991718426501035	0.096887770327544	-0.433962264150943	-0.867945604662458	3	MYB, IRF2, IRF1	6Gy_vs_0Gy	3
FCERI mediated Ca+2 mobilization	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	Innate Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
Fc epsilon receptor (FCERI) signaling	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Innate Immune System	None	0.915113871635611	0.991718426501035	0.0513223330421143	-0.540372670807453	-0.71717603598365	1	NFATC2	6Gy_vs_0Gy	3
Formation of axial mesoderm	REACTOME_FORMATION_OF_AXIAL_MESODERM	Differentiation	None	0.350140056022409	0.945471616351293	0.120985142145252	-0.65625	-1.09802308844696	2	TEAD4, TEAD2	6Gy_vs_0Gy	3
Formation of the anterior neural plate	REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE	Differentiation	None	0.260869565217391	0.921739130434783	0.120433371642259	-0.875776397515528	-1.16231978245626	1	SOX1	6Gy_vs_0Gy	3
Formation of the beta-catenin:TCF transactivating complex	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	Signal Transduction	None	0.991718426501035	0.991718426501035	0.0476387259290825	-0.509316770186335	-0.675959022421371	1	TCF4	6Gy_vs_0Gy	3
Formation of the posterior neural plate	REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE	Differentiation	None	0.260869565217391	0.921739130434783	0.120433371642259	-0.875776397515528	-1.16231978245626	1	SOX1	6Gy_vs_0Gy	3
G2 Phase	REACTOME_G2_PHASE	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Gastrulation	REACTOME_GASTRULATION	Other	None	0.985611510791367	0.991718426501035	0.0212906370865403	0.248511379904147	0.526085306246534	5	DLX5	6Gy_vs_0Gy	3
Heme signaling	REACTOME_HEME_SIGNALING	Cellular Response to Stress	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
Hemostasis	REACTOME_HEMOSTASIS	Other	None	0.7	0.991718426501035	0.096887770327544	-0.433962264150943	-0.867945604662458	3	MYB, IRF2, IRF1	6Gy_vs_0Gy	3
Infectious disease	REACTOME_INFECTIOUS_DISEASE	Other	None	0.165384615384615	0.909198461993493	0.216542836735348	-0.622641509433962	-1.24531325886353	3	NFE2L2, RUNX1, IRF3	6Gy_vs_0Gy	3
Innate Immune System	REACTOME_INNATE_IMMUNE_SYSTEM	Other	None	0.602240896358543	0.991718426501035	0.0873098257637931	-0.54375	-0.909790558998913	2	IRF3, NFATC2	6Gy_vs_0Gy	3
Interferon alpha/beta signaling	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Cytokine Signalling Immune System	None	0.625	0.991718426501035	0.118287526124085	-0.39873417721519	-0.898140495867768	4	IRF3, IRF2, IRF1, IRF8	6Gy_vs_0Gy	3
Interferon gamma signaling	REACTOME_INTERFERON_GAMMA_SIGNALING	Cytokine Signalling Immune System	None	0.625	0.991718426501035	0.118287526124085	-0.39873417721519	-0.898140495867768	4	IRF3, IRF2, IRF1, IRF8	6Gy_vs_0Gy	3
Interferon Signaling	REACTOME_INTERFERON_SIGNALING	Cytokine Signalling Immune System	None	0.625	0.991718426501035	0.118287526124085	-0.39873417721519	-0.898140495867768	4	IRF3, IRF2, IRF1, IRF8	6Gy_vs_0Gy	3
Interleukin-4 and Interleukin-13 signaling	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	Cytokine Signalling Immune System	None	0.0559006211180124	0.909198461993493	0.276500599254472	-0.968944099378882	-1.2859708231431	1	BATF	6Gy_vs_0Gy	3
IRF3 mediated activation of type 1 IFN	REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	Innate Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
IRF3-mediated induction of type I IFN	REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	Innate Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
ISG15 antiviral mechanism	REACTOME_ISG15_ANTIVIRAL_MECHANISM	Cytokine Signalling Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
KEAP1-NFE2L2 pathway	REACTOME_KEAP1_NFE2L2_PATHWAY	Cellular Response to Stress	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
Kidney development	REACTOME_KIDNEY_DEVELOPMENT	Other	None	0.403726708074534	0.945471616351293	0.0928481214159878	-0.801242236024845	-1.06339894990679	1	WT1	6Gy_vs_0Gy	3
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	Innate Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
MAPK6/MAPK4 signaling	REACTOME_MAPK6_MAPK4_SIGNALING	Signal Transduction	None	0.877846790890269	0.991718426501035	0.0532386494755899	-0.565217391304348	-0.750149646833473	1	ETV4	6Gy_vs_0Gy	3
MAPK family signaling cascades	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	Signal Transduction	None	0.521008403361345	0.952187771660388	0.0956031492204301	-0.56875	-0.951620009987369	2	NF1, ETV4	6Gy_vs_0Gy	3
Maternal to zygotic transition (MZT)	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	Other	None	0.391304347826087	0.945471616351293	0.0946646223153342	-0.807453416149068	-1.07164235261925	1	TEAD4	6Gy_vs_0Gy	3
Mitochondrial biogenesis	REACTOME_MITOCHONDRIAL_BIOGENESIS	Other	None	0.930635838150289	0.991718426501035	0.0472587336673259	0.53416149068323	0.708449293109206	1	GABPA	6Gy_vs_0Gy	3
Mitotic G1 phase and G1/S transition	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
Mitotic G2-G2/M phases	REACTOME_MITOTIC_G2_G2_M_PHASES	Other	None	0.107899807321773	0.909198461993493	0.188204146308491	0.956521739130435	1.26861850161416	1	E2F3	6Gy_vs_0Gy	3
MyD88-independent TLR4 cascade 	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	Other	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Myogenesis	REACTOME_MYOGENESIS	Other	None	0.991718426501035	0.991718426501035	0.0476387259290825	-0.509316770186335	-0.675959022421371	1	TCF4	6Gy_vs_0Gy	3
Neddylation	REACTOME_NEDDYLATION	Metabolism of Proteins	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
Negative regulators of DDX58/IFIH1 signaling	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	Innate Immune System	None	0.772256728778468	0.991718426501035	0.059221919380382	-0.614906832298137	-0.816096868533119	1	IRF3	6Gy_vs_0Gy	3
Nephron development	REACTOME_NEPHRON_DEVELOPMENT	Other	None	0.403726708074534	0.945471616351293	0.0928481214159878	-0.801242236024845	-1.06339894990679	1	WT1	6Gy_vs_0Gy	3
Nervous system development	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	Other	None	0.574961360123648	0.991718426501035	0.0593487680335629	0.590167197452229	0.946571726698931	2	LHX9	6Gy_vs_0Gy	3
NFE2L2 regulates pentose phosphate pathway genes	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	Cellular Response to Stress	None	0.240165631469979	0.909198461993493	0.126253987849115	-0.881987577639752	-1.17056318516872	1	NFE2L2	6Gy_vs_0Gy	3
